,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Verified Standard ID - City/Town ID,Property Name,Address 1,City,County,State/Province,Postal Code,Year Built,Applicability,Applicability Details,Property Type ,Property GFA - Calculated (Buildings) (ft²),Estimated GFA (ft²),Latitude,Longitude
102052,Elivia Apartments,5385 Clairemont Mesa Blvd,San Diego,San Diego,CA,92117,1959,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,36000,,32.83405,-117.17602
101824,CentrePointe - Essex (cn378),6540 Friars Rd,San Diego,San Diego,CA,92108,1974,Subject to Ordinance,,Multifamily Residence,130075,126700,32.7675,-117.17757
102054,Esprit Villas,9830 Reagan Rd,San Diego,San Diego,CA,92126,1986,Subject to Ordinance,,Multifamily Residence,91900,,32.90976,-117.14744
101843,The Lofts at 707 Tenth,707 Tenth Ave,San Diego,San Diego,CA,92101,2008,Subject to Ordinance,,Multifamily Residence,180724,171700,32.71291,-117.15513
102058,Holiday Inn Bayside,4875 North Harbor Dr,San DIego,San Diego,CA,92106,1966,Subject to Ordinance,,Hotel,200000,,32.72619,-117.22388
101877,Village Square,8683 Via Mallorca,La Jolla,San Diego,CA,92037-2540,1979,Subject to Ordinance,,Multifamily Residence,66500,65120,32.86484,-117.23316
102061,Hotel Z,521 6th Ave,San Diego,San Diego,CA,92101,1988,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Hotel,40752,,32.71078,-117.15892
101890,9072 Gramercy Dr,9072 Gramercy Dr,San Diego,San Diego,CA,92123-2390,1979,Subject to Ordinance,,Multifamily Residence,158870,158870,32.80269,-117.13351
102063,Inn at the Park,525 Spruce St,San Diego,San Diego,CA,92103,1980,Subject to Ordinance,,Multifamily Residence,81000,,32.73842,-117.15986
102064,JH Business Park,"8148 Ronson Rd, Ste J",San Diego,San Diego,CA,92111,1979,Subject to Ordinance,,Office,105260,,32.82958,-117.147
102067,Legacy Apartments,9320 Hillery Dr,San Diego,San Diego,CA,92126,2020,Subject to Ordinance,,Multifamily Residence,388538,,32.91376,-117.11862
101893,910 C St,910 C St,San Diego,San Diego,CA,92101,1990,Subject to Ordinance,,Multifamily Residence,142884,142884,32.71624,-117.15607
101897,945-969 Market St,969 Market St,San Diego,San Diego,CA,92101,2010,Subject to Ordinance,,Multifamily Residence,262506,279887,32.71129,-117.15604
101899,Canyon Park - Sunrise,9555 Genesee Ave,San Diego,San Diego,CA,92121,1978,Subject to Ordinance,,Multifamily Residence,165000,165000,32.87939,-117.21434
102069,Luna at Pacific Highlands Ranch,6041 Village Way,San Diego,San Diego,CA,92130,2018,Subject to Ordinance,,Multifamily Residence,63894,63894,32.9627,-117.18802
102074,Ryan Plaza,11943 El Camino Real,San Diego,San Diego,CA,92130,2005,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Medical Office,34600,,32.93623,-117.23718
102075,Sagewood at stonebridge,16217 Stonebridge Pkwy,San Diego,San Diego,CA,92131,2006,Subject to Ordinance,,Multifamily Residence,360241,,32.98849,-117.09025
101901,9925 Bruckart Sq,9925 Bruckart Sq,San Diego,San Diego,CA,92131,,Subject to Ordinance,,Multifamily Residence,170174,170174,32.89995,-117.09425
101905,Providence Chesapeake,9573 Chesapeake Dr,San Diego,San Diego,CA,92123,1985,Subject to Ordinance,,Office,51464,,32.83423,-117.1249
101910,Manchester Financial Building,"7979 Ivanhoe Ave, STE  250",La Jolla,San Diego,CA,92037,1974,Subject to Ordinance,,Office,78540,88540,32.84869,-117.27216
102081,The Oberlin,5897 Oberlin Dr,San Diego,San Diego,CA,92121,2017,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,60551,,32.89606,-117.19197
102083,Torrey Garden Hills,10615 Calle Mar de Mariposa,San Diego,San Diego,CA,92130,2013,Subject to Ordinance,,Multifamily Residence,520896,,32.9134,-117.22718
102084,Torrey Pines (3333),3333 N Torrey Pines Ct,La Jolla,San Diego,CA,92037,1977,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,46478,,32.89212,-117.24246
102085,Torrey Pines (10350),10350 N Torrey Pines Rd,La Jolla,San Diego,CA,92037,1977,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,39678,39678,32.89149,-117.24173
102086,Torrey Pines (3344),3344 N Torrey Pines Ct,La Jolla,San Diego,CA,92037,1977,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,46193,46193,32.89385,-117.24281
102087,Torrey Pines (3366),3366 N Torrey Pines Ct,La Jolla,San Diego,CA,92037,1977,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,38167,38167,32.89359,-117.24163
101912,Cielo Carmel I,5035 Camino Andorra,San Diego,San Diego,CA,92130,2016,Subject to Ordinance,,Multifamily Residence,95121,95121,32.95635,-117.19309
102089,Village at Mira Mesa - Building 1,8310 Mira Mesa Blvd,San Diego,San Diego,CA,92126,2000,Subject to Ordinance,,Retail Store,67222,,32.91527,-117.14494
102090,Village at Mira Mesa - Building 3,8260 Mira Mesa Blvd,San Diego,San Diego,CA,92126,2000,Subject to Ordinance,,Retail Store,86026,,32.91416,-117.146
102091,Village at Mira Mesa - Building 4,8290 Mira Mesa Blvd,San Diego,San Diego,CA,92126,2000,Subject to Ordinance,,Retail Store,53837,,32.91506,-117.14606
101913,College Terrace,3960 58th St,San Diego,San Diego,CA,92115,1954,Subject to Ordinance,,Multifamily Residence,96616,,32.74742,-117.07157
101928,3385 Elm St,3385 Elm St,San Diego,San Diego,CA,92102,,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,28428,28428,32.72455,-117.1211
101932,15073 Avenue of Science,15073 Avenue of Science,San Diego,San Diego,CA,92128,2000,Subject to Ordinance,,Office,120759,120759,32.99133,-117.08025
101949,Summit Park Village - Essex,6460 Lake Arrowhead Dr,San Diego,San Diego,CA,92119,1972,Subject to Ordinance,,Multifamily Residence,255036,229400,32.79879,-117.01228
101952,Scripps La Jolla - Parking A,9886 GENESEE AVE,La Jolla,San Diego,CA,92037,1986,Subject to Ordinance,,Hospital (General Medical & Surgical),274748,274748,32.88338,-117.22182
101954,Iconic on Alvarado,6625 Alvarado Rd,San Diego,San Diego,CA,92120,2011,Subject to Ordinance,,Multifamily Residence,391987,299667,32.77714,-117.05775
101956,10360 Maya Linda Rd,10360 Maya Linda Rd,San Diego,San Diego,CA,92126,1982,Subject to Ordinance,,Multifamily Residence,264847,262600,32.90656,-117.11723
101958,10752-10776 Scripps Ranch Blvd,10776 Scripps Ranch Blvd,San Diego,San Diego,CA,92131,2002,Subject to Ordinance,,Multifamily Residence,211303,207052,32.91505,-117.11166
101961,Ryan Learning Center-College/University,"3900 Lomaland Dr,Ryan Learning Center",San Diego,San Diego,CA,92106,1970,Subject to Ordinance,,Library-University,66500,66500,32.71712,-117.25102
101962,Nease Hall-College/University,"3900 Lomaland Dr, Nease Hall",San Diego,San Diego,CA,92106,1970,Subject to Ordinance,,Student Housing,87621,87621,32.71663,-117.25099
102102,Villas of Renaissance #01,5215 Fiore Terrace,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,91101,,32.86972,-117.20394
102103,Villas of Renaissance #02,5205 Fiore Terrace,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,92424,,32.86972,-117.20394
102104,Villas of Renaissance #03,5235 Fiore Terrace,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,92166,,32.86993,-117.20311
102105,Villas of Renaissance #04,5225 Fiore Terrace,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,92524,,32.86993,-117.20311
101963,Mission Valley Campus-College/University,4007 Camino Del Rio S,San Diego,San Diego,CA,92108,1973,Subject to Ordinance,,Private University,53248,53248,32.77787,-117.10628
101974,AIRWAY TRADE CENTER,2235 AVENIDA COSTA ESTE ,San Diego,San Diego,CA,92154,1987,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Manufacturing,46572,46800,32.55935,-116.96006
101990,Scripps Green Rad Onc,10670 JOHN JAY HOPKINS DR,San Diego,San Diego,CA,92121,2010,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Other,45531,,32.89664,-117.23988
101991,Scripps Mercy SD - Hospital,4077 5TH AVE,San Diego,San Diego,CA,92103,1963,Subject to Ordinance,,Hospital (General Medical & Surgical),521805,,32.75101,-117.16061
102110,Villas of Renaissance #09,5260 Fiore Terrace,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,80367,,32.87089,-117.20276
102111,Villas of Renaissance #10,5240 Fiore Terrace,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,92524,,32.87108,-117.2033
102112,Villas of Renaissance #11,5230 Fiore Terrace,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,92524,,32.87087,-117.20368
102113,Villas of Renaissance #12,5210 Fiore Terrace,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,74147,,32.87064,-117.2045
102114,Villas of Renaissance #13,5220 Fiore Terrace,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,72367,,32.87042,-117.20423
102115,Westgate Hotel,1055 2nd Ave,San Diego,San Diego,CA,92101,1970,Subject to Ordinance,,Hotel,250000,,32.71635,-117.1626
101992,Scripps Mercy Hospital Parking Structures,4077 Fifth Ave,San Diego,San Diego,CA,92103,,Subject to Ordinance,,Parking,285600,,32.7522,-117.1611
101995,"Amo Apartment Homes (mr005,mz41)",555 W Date St,San Diego,San Diego,CA,92101,2018,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,28020,,32.72281,-117.168
102118,G76 - 16825 Via Del Campo Ct.,16825 Via Del Campo Ct,San Diego,San Diego,CA,92127,1987,Subject to Ordinance,,Other - Technology/Science,56796,,33.01905,-117.09466
102121,G94 - 16510 Via Esprillo,"16510 Via Esprillo, G94",San Diego,San Diego,CA,92127,1993,Subject to Ordinance,,Other - Technology/Science,57975,,33.0149,-117.09309
102125,Costco #0401 Morena,4605 Morena Blvd,San Diego,San Diego,CA,92117,1976,Subject to Ordinance,,Supermarket/Grocery Store,165822,,32.82004,-117.22363
102000,Torrey del Mar Apartments,13875 Carmel Valley Rd,San Diego,San Diego,CA,92130,2002,Subject to Ordinance,,Multifamily Residence,102424,,32.97024,-117.15977
102127,9685 Scranton Rd,9685 Scranton Rd,San Diego,San Diego,CA,92121,1985,Subject to Ordinance,,Office,51968,102008,32.89649,-117.20105
102128,IMT Sorrento Valley,11102 Caminito Alvarez,San Diego,San Diego,CA,92126,1987,Subject to Ordinance,,Multifamily Residence,616795,722126,32.90727,-117.16737
102129,Macy's Home & Furniture,1555 Camino De La Reina,San Diego,San Diego,CA,92108,1975,Subject to Ordinance,,Retail Store,185043,185000,32.76949,-117.14982
102130,Pinos Produce,1710 Dornoch Ct,San Diego,San Diego,CA,92154,1987,Subject to Ordinance,,Warehouse,86592,86592,32.56711,-116.93989
102131,TownePlace Suites San Diego Airport/Liberty Station,2311 Lee Ct,San Diego,San Diego,CA,92101,2019,Subject to Ordinance,,Hotel,54120,100000,32.72934,-117.21146
102133,The Silvergate Rancho Bernardo,16061 Avenida Venusto,San Diego,San Diego,CA,92128,2020,Subject to Ordinance,,Senior Living Community,221409,100000,33.00475,-117.07661
102134,Hampton Inn & Suites San Diego Airport Liberty Station,2211 Lee Ct,San Diego,San Diego,CA,92101,2019,Subject to Ordinance,,Hotel,86170,,32.72926,-117.21145
102135,The Paladion,770 1st Ave,San Diego,San Diego,CA,92101,1992,Subject to Ordinance,,Office,77000,77000,32.71279,-117.16413
102136,Congregation Beth Israel,9001 Towne Centre Dr,San Diego,San Diego,CA,92122,2001,Subject to Ordinance,,House of Worship,104256,104256,32.87093,-117.20637
102137,Old Town Plaza,2251 San Diego Ave B-200,San Diego,San Diego,CA,92110,1974,Subject to Ordinance,,Office,65679,53579,32.74859,-117.19237
102138,Mission Trails,6975 Golfcrest Dr,San Diego,San Diego,CA,92119,1987,Subject to Ordinance,,Multifamily Residence,166048,166048,32.80285,-117.03803
102027,9885 Mesa Rim Rd,9885 Mesa Rim Rd- Bldg A,San Diego,San Diego,CA,92121,1991,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Non-Refrigerated Warehouse,31932,,32.89829,-117.17865
102036,Collins Business Park,3878 Ruffin Rd,San Diego,San Diego,CA,92123,1980,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Other,31922,,32.81307,-117.12133
102141,Carte Hotel San Diego Downtown,401 W Ash St,San Diego,San Diego,CA,92101,2019,Subject to Ordinance,,Hotel,161701,155148,32.71946,-117.16679
102142,Consolidated Way,6955 Consolidated Way,San Diego,San Diego,CA,92121,1975,Subject to Ordinance,,Warehouse,82781,82781,32.87754,-117.16447
102041,Del Rio #2132,2132 Fenton Pkwy,San Diego,San Diego,CA,92108,2000,Subject to Ordinance,,Multifamily Residence,53479,,32.77858,-117.12739
102145,Ranch Bernardo Data Center,10975 Technology Place,San Diego,San Diego,CA,92127,1983,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Data Center,61033,61033,33.00827,-117.09375
102148,JCPenney,6987 FRIARS RD,San Diego,San Diego,CA,92108,1970,Subject to Ordinance,,Retail Store,244185,244185,32.76735,-117.16945
102149,Pacific Beach Marketplace,4303-4343 Mission Blvd,San Diego,San Diego,CA,92109,1995,Subject to Ordinance,,Shopping Center,56204,56204,32.79426,-117.25412
102150,Hanover Little Italy,310 A St,San Diego,San Diego,CA,92101,2021,Subject to Ordinance,,Multifamily Residence,423668,274036,32.71929,-117.16172
102151,10065 Barnes Canyon Rd,10065 Barnes Canyon Rd,San Diego,San Diego,CA,92121,1995,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,21932,21932,32.89835,-117.1998
102152,SAN DIEGO SQUARE - Winn (West),1055 9TH AVE,San Diego,San Diego,CA,92101,1980,Subject to Ordinance,,Multifamily Residence,156000,,32.7163,-117.15607
102153,Wateridge Property Owner LP,10770 Wateridge Circle,San Diego,San Diego,CA,92121,1990,Subject to Ordinance,,Laboratory,183565,,32.90033,-117.21131
102042,Del Rio #2148,2148 Fenton Pkwy,San Diego,San Diego,CA,92108,2000,Subject to Ordinance,,Multifamily Residence,51107,,32.77827,-117.12838
102043,Del Rio #2180,2180 Fenton Pkwy,San Diego,San Diego,CA,92108,2000,Subject to Ordinance,,Multifamily Residence,53479,,32.77753,-117.12961
102044,Del Rio #2196,2196 Fenton Pkwy,San Diego,San Diego,CA,92108,2000,Subject to Ordinance,,Multifamily Residence,58537,,32.77798,-117.12993
102045,Del Rio #2228,2228 Fenton Pkwy,San Diego,San Diego,CA,92108,2000,Subject to Ordinance,,Multifamily Residence,58537,,32.77875,-117.1304
102160,BONITA HEIGHTS - R.A Snyder,2123  Honey Dr,San Diego,San Diego,CA,92139,1983,Subject to Ordinance,,Multifamily Residence,121800,,32.68807,-117.04307
102046,Del Rio #2244,2244 Fenton Pkwy,San Diego,San Diego,CA,92108,2000,Subject to Ordinance,,Multifamily Residence,54822,,32.7784,-117.12937
102162,PARK REGENCY APARTMENTS - R.A. SNYDER,2309 5TH AVE,San Diego,San Diego,CA,92101,1915,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,24092,,32.72949,-117.15999
102163,RANCHO VISTA APTS - R.A. SNYDER,"2311,2733, 2743, MANOS Dr",San Diego,San Diego,CA,92139,1964,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,31128,,32.6713,-117.05904
102165,UPTOWN VILLAS APARTMENTS - R.A Snyder,2678 MARKET ST,San Diego,San Diego,CA,92102,1990,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,36840,,32.71198,-117.1362
102166,Olivewood Garden - Logan,2855 55th St,San Diego,San Diego,CA,92105,1981,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,28476,,32.73532,-117.07691
102167,CHATEAU VUE - R.A Snyder,2920 CLAIREMONT DR,San Diego,San Diego,CA,92117,1987,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,39000,,32.79374,-117.19711
102168,CANYON BREEZE - R.A Snyder,318 W ROBINSON AVE,San Diego,San Diego,CA,92103,2008,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,31000,,32.74716,-117.16682
102169,Apache Village Apartments - R.A Snyder,3215-3233 APACHE AVE,San Diego,San Diego,CA,92117,1972,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,20500,,32.79889,-117.19591
102047,Del Rio #2260,2260 Fenton Pkwy,San Diego,San Diego,CA,92108,2000,Subject to Ordinance,,Multifamily Residence,58537,,32.77942,-117.12976
102172,ASPEN PARK APTS - R.A Snyder,3505 REYNARD WAY,San Diego,San Diego,CA,92103,1968,Subject to Ordinance,,Multifamily Residence,60000,,32.7425,-117.16983
102173,THE CHARMER - R.A. SNYDER,3625 INDIA ST,San Diego,San Diego,CA,92103,2011,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,24000,,32.74144,-117.1793
102175,AZALEA GARDENS - R.A Snyder,3776 HERMAN AVE,San Diego,San Diego,CA,92104,1979,Subject to Ordinance,,Multifamily Residence,55000,,32.74705,-117.12639
102048,Del Rio #2276,2276 Fenton Pkwy,San Diego,San Diego,CA,92108,2000,Subject to Ordinance,,Multifamily Residence,58537,,32.77917,-117.12858
102049,Del Rio #2378,2378 Fenton Pkwy,San Diego,San Diego,CA,92108,2000,Subject to Ordinance,,Multifamily Residence,53479,,32.77925,-117.13134
102180,HILLCREST PLACE- R.A. SNYDER,3955 7TH AVE,San Diego,San Diego,CA,92103,1961/2013,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,41000,,32.74962,-117.15811
102181,Driftwood Apartments,3956 Shasta St,San Diego,San Diego,CA,92109,1992/2018,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,24944,,32.79216,-117.23591
102182,3962 HAMILTON St - R.A. SNYDER PROPERTIES,3962 HAMILTON ST,San Diego,San Diego,CA,92104,1999,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,29000,,32.74973,-117.13669
102051,Del Rio #2442,2442 Fenton Pkwy,San Diego,San Diego,CA,92108,2000,Subject to Ordinance,,Multifamily Residence,51107,,32.78003,-117.13191
102184,Harbor View,404 N 47th St,San Diego,San Diego,CA,92102,1985, Subject to Ordinance,,Multifamily Residence,59696,59696,32.7091,-117.09389
102185,HILLTOP TERRACE-R.A. SNYDER,4166 4TH AVE,San Diego,San Diego,CA,92103,1956,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,47000,,32.75309,-117.16166
102187,4174 3rd Ave,4174 3rd Ave,San Diego,San Diego,CA,92103,1965,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,38229,,32.75332,-117.16248
102188,Environmental Plaza,4174 Sorrento Valley Blvd,San Diego,San Diego,CA,92121,1974,Subject to Ordinance,,Office,91669,,32.90465,-117.21545
102053,Encanto Village,6315 Imperial Ave,San Diego,San Diego,CA,92114,2020,Subject to Ordinance,,Multifamily Residence,81009,,32.7099,-117.06183
100289,Cornerstone Plaza 6160,6160 Cornerstone Ct E,San Diego,San Diego,CA,92121-3720,1986,Subject to Ordinance,,Office,57044,57044,32.89654,-117.18765
102057,Harborview #780,780 W. G St,San Diego,San Diego,CA,92101,1992,Subject to Ordinance,,Multifamily Residence,101357,,32.71293,-117.16973
102196,5015 Shoreham Place,5015 Shoreham Place,San Diego,San Diego,CA,92122,1984,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,25600,25600,32.85086,-117.1845
102198,Mission Center,"5333, 5353 and 7947 Mission Center Rd",San Diego,San Diego,CA,92108,1978,Subject to Ordinance,,Office,183692,,32.77158,-117.1536
102199,THE PALOMAR APARTMENTS - R.A Snyder,536 Maple St,San Diego,San Diego,CA,92103,1912,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,24436,24436,32.73265,-117.1597
102200,350 - Aztec Corner,5504 Montezuma Rd,San Diego,San Diego,CA,92115,2001,Subject to Ordinance,,Multifamily Residence,152160,,32.77103,-117.0756
102201,APEX Office Park - A,5575 Ruffin Rd,San Diego,San Diego,CA,92123,1987,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Other,34076,,32.83608,-117.12603
102202,APEX Office Park - B,5625 Ruffin Rd,San Diego,San Diego,CA,92123,1987,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Other,34297,,32.83668,-117.12604
102203,ZSCOP - 5648 Copley Dr,5648 Copley Dr,San Diego,San Diego,CA,92111,1998,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Distribution Center,22976,,32.83949,-117.16548
102062,Hub Hillcrest Market - 940-1092 University Ave,940 University Ave,San Diego,San Diego,CA,92103,1989,Subject to Ordinance,,Strip Mall,149221,,32.74872,-117.15551
102205,POTOMAC SQUARE APARTMENTS - R.A. SNYDER,6345 POTOMAC ST,San Diego,San Diego,CA,92139,1972,Subject to Ordinance,,Multifamily Residence,65000,,32.68155,-117.05439
102206,Governor Park Plaza 6363,6363 Greenwich Dr,San Diego,San Diego,CA,92122,1986,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,47183,47183,32.85584,-117.18477
102077,SDGE Exchange Torrey Reserves - 3394 Carmel Mountain Rd,3394 Carmel Mountain Rd,San Diego,San Diego,CA,92121,2000,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,40074,,32.91805,-117.23656
102078,SDGE Exchange Torrey Reserves - 3398 Carmel Mountain Rd,3398 Carmel Mountain Rd,San Diego,San Diego,CA,92121,2000,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,40510,,32.91805,-117.23656
102092,Village Mission Valley #418,6418 Ambrosia Dr,San Diego,San Diego,CA,92124,1989,Subject to Ordinance,,Multifamily Residence,73417,,32.79167,-117.11009
102093,Village Mission Valley #442,6442 Ambrosia Dr,San Diego,San Diego,CA,92124,1989,Subject to Ordinance,,Multifamily Residence,73417,,32.7921,-117.10998
102211,BONITA TERRACE - R.A Snyder,6822-6842 Doriana St,San Diego,San Diego,CA,92139,1978,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,48024,48024,32.68648,-117.0473
102212,BONITA WOODS - R.A Snyder,6850 Doriana St,San Diego,San Diego,CA,92139,1973,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,40460,40460,32.68692,-117.04642
102213,BONITA MESA - R.A Snyder,6908-6932 Alcona St.,San Diego,San Diego,CA,92139,1986,Subject to Ordinance,,Multifamily Residence,52300,52300,32.68724,-117.04477
102214,RANCHO BONITA - R.A Snyder,6909-6957 Alcona St,San Diego,San Diego,CA,92139,1978,Subject to Ordinance,,Multifamily Residence,97600,,32.68663,-117.0437
102215,HES,6935 Camino Maquiladora,San Diego,San Diego,CA,92154,1990,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Other,23706,,32.56645,-116.99128
102216,BONITA GLEN - R.A Snyder,6948-6972 Alcona St,San Diego,San Diego,CA,92139,1983,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,30600,,32.68764,-117.04413
102218,Westbrook (6686),7194 Schilling Avenue,San Diego,San Diego,CA,92126,1991,Subject to Ordinance,,Multifamily Residence,67648,,32.90917,-117.16754
102219,ALDEA AT MESA COLLEGE - R.A. SNYDER PROPERTIES,7322 MESA COLLEGE DR,San Diego,San Diego,CA,92111,1970,Subject to Ordinance,,Multifamily Residence,92111,,32.80307,-117.16249
102094,Village Mission Valley #482,6482 Ambrosia Dr,San Diego,San Diego,CA,92124,1989,Subject to Ordinance,,Multifamily Residence,73417,,32.79267,-117.10998
102095,Village Mission Valley #514,6514 Ambrosia Dr,San Diego,San Diego,CA,92124,1989,Subject to Ordinance,,Multifamily Residence,73417,,32.79335,-117.10975
102225,0234 7930 Frost St,7930 Frost St,San Diego,San Diego,CA,92123,1973,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Medical Office,41095,,32.80092,-117.15325
102226,"Bailey Miramar Self Storage, LP",7988 Miramar Rd,San Diego,San Diego,CA,92126,2020,Subject to Ordinance,,Self-Storage Facility,10595250,,32.88784,-117.14837
102096,Village Mission Valley #522,6522 Ambrosia Dr,San Diego,San Diego,CA,92124,1989,Subject to Ordinance,,Multifamily Residence,73801,,32.79373,-117.10952
102097,Village Mission Valley #530,6530 Ambrosia Dr,San Diego,San Diego,CA,92124,1989,Subject to Ordinance,,Multifamily Residence,179177,,32.79369,-117.11017
102229,kevin mcneal,8355 cliffridge ave,La Jolla,San Diego,CA,92037,2017,Subject to Ordinance,,Fitness Center/Health Club/Gym,59000,,32.85836,-117.2427
102098,Village Mission Valley #532,6532 Reflection Dr,San Diego,San Diego,CA,92124,1989,Subject to Ordinance,,Multifamily Residence,73688,,32.79242,-117.10798
102232,PETCO Headquarter Campus,8925 Rehco Rd,San Diego,San Diego,CA,92121,1995,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,44749,44749,32.88761,-117.17132
102233,9242 Lightwave Ave,9242 Lightwave Ave,San Diego,San Diego,CA,92123,2008,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,47899,47899,32.82988,-117.13206
102237,Scripps La Jolla - Burtec Lot,9870 GENESEE AVE,La Jolla,San Diego,CA,92037,,Subject to Ordinance,,Parking,74052,,32.88253,-117.22729
102239,Scripps La Jolla - Central Plant,9900 GENESEE AVE,La Jolla,San Diego,CA,92037,2013,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Energy/Power Station,29520,,32.88616,-117.22649
102240,9455 TCD,9455 Towne Centre Dr,San Diego,San Diego,CA,92121,2021,Subject to Ordinance,,Office,160444,,32.87894,-117.2068
102099,Village Mission Valley #540,6540 Reflection Dr,San Diego,San Diego,CA,92124,1989,Subject to Ordinance,,Multifamily Residence,169451,,32.79397,-117.10812
102242,Rancho Penasquitos Towne Center,13223-13289 Black Mountain Rd,San Diego,San Diego,CA,92129,1987,Subject to Ordinance,,Supermarket/Grocery Store,60800,,32.958098,-117.125326
102243,City View Church,8404 Phyllis Place,San Diego,San Diego,CA,92123,1970,Subject to Ordinance,,Commercial,51135,,32.785102,-117.146771
102244,Modera San Diego,1445 K St,San Diego,San Diego,CA,92101,2021,Subject to Ordinance,,Multifamily Residence,344826,,32.707903,-117.151464
102245,Nimitz Pointe Apartments,2401 Seaside St,San Diego,San Diego,CA,92107,1960,Subject to Ordinance,,Multifamily Residence,56227,,32.750299,-117.236307
102246,Mesa Ridge Apartments,3502 Angelucci St,San Diego,San Diego,CA,92111,1980,Subject to Ordinance,,Multifamily Residence,66942,,32.808659,-117.156689
102247,Port of San Diego Admin Campus,3165 Pacific Highway,San Diego,San Diego,CA,92101,1960,Subject to Ordinance,,Office,190000,,32.735332,-117.177175
102248,Port of San Diego Admin Annex Building,3125 Pacific Highway,San Diego,San Diego,CA,92101,1960,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,25000,25000,32.734972,-117.176729
102249,VA Outpatient Clinic,8875 Aero Dr,San Diego,San Diego,CA,92123,2022,Subject to Ordinance,,Urgent Care/Clinic/Other Outpatient,135000,,32.80917,-117.137177
102250,View Apartments,6670 Doriana St,San Diego,San Diego,CA,92139,1978,Subject to Ordinance,,Multifamily Residence,194200,,32.684919,-117.049112
102254,1010 University Ave,1010 University Ave,San Diego,San Diego,CA,92103,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Other,20000,,32.748699,-117.15499
