,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Verified Standard ID - City/Town ID,Property Name,Address 1,City,County,State/Province,Postal Code,Year Built,Applicability,Applicability Details,Property Type ,Property GFA - Calculated (Buildings) (ft²),Estimated GFA (ft²),Latitude,Longitude
100775,(0236) 8010 Frost St,8010 Frost St,San Diego,San Diego,CA,92123,1986,Subject to Ordinance,,Medical Office,91718,68000,32.80161,-117.15194
100776,8048-8050 Othello Ave,8048-8050 Othello Ave,San Diego,San Diego,CA,92111-3714,1980,Subject to Ordinance,,Commercial,69338,69338,32.81778,-117.15108
100777,Seaport Village Office,849 W Harbor Dr,San Diego,San Diego,CA,92101-7706,1980/1995,Subject to Ordinance,,Commercial,92274,92274,32.70423,-117.15746
100778,8100 Gigantic St,8100 Gigantic St,San Diego,San Diego,CA,92154-8233,2007,Not Subject to Ordinance,College/University,College/University,69543,68244,32.56279,-116.96813
100668,i3 - Block A 4795,4795 Executive Dr,San Diego,San Diego,CA,92121,2016,Subject to Ordinance,,Parking,83468,99445,32.87584,-117.20206
100826,9333 Genesee Ave,9333 Genesee Ave,San Diego,San Diego,CA,92121-2111,1983,Subject to Ordinance,,Mixed Use Property,161185,79500,32.87586,-117.21326
100828,9339 Genesee Ave,9339 Genesee Ave,San Diego,San Diego,CA,92121,1985/2014,Subject to Ordinance,,Mixed Use Property,161185,81684,32.876,-117.21314
100654,4505 La Jolla Village Dr,4505 La Jolla Village Dr,San Diego,San Diego,CA,92122,1977/2017,Subject to Ordinance,,Retail,78000,78000,32.87216,-117.20978
100659,4545 La Jolla Village Dr,4545 La Jolla Village Dr,San Diego,San Diego,CA,92122-1241,1977,Subject to Ordinance,,Other - Mall,1066842,65123,32.87154,-117.21061
100785,8330-8590 Rio San Diego Dr,8330-8590 Rio San Diego Dr,San Diego,San Diego,CA,92108-5502,1995,Subject to Ordinance,,Commercial,96406,96406,32.77523,-117.14614
100786,"Arjons Industrial Park - Building 8333,8221,8441",8333 Arjons Dr,San Diego,San Diego,CA,92126-6320,1978,Subject to Ordinance,,Other,244400,244400,32.89314,-117.14109
101122,4301 La Jolla Village Dr,4301 La Jolla Village Dr,San Diego,San Diego,CA,92122-1201,2017,Subject to Ordinance,,Commercial,251000,251000,32.87227,-117.21264
100788,8340 Buckhorn St,8340 Buckhorn St,San Diego,San Diego,CA,92111,2003,Subject to Ordinance,,Commercial,67288,67288,32.8263,-117.14603
100789,Makers Quarter,"845 15th St, STE 100",San Diego,San Diego,CA,92101-8959,1983,Subject to Ordinance,,Non-Refrigerated Warehouse,53000,73656,32.71398,-117.15171
100790,8500 Kerns,8500 Kerns St - Bldg 17,San Diego,San Diego,CA,92154-6240,2019,Subject to Ordinance,,Non-Refrigerated Warehouse,79050,79050,32.55207,-116.9601
100791,8515 Avenida De La Fuente,8515 Avenida De La Fuente,San Diego,San Diego,CA,92154,2003,Subject to Ordinance,,Commercial,82690,82690,32.55622,-116.95999
100792,The Argen Corporation,8515-8525 Miralani Dr,San Diego,San Diego,CA,92126-4352,1986,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Manufacturing/ Industrial/ Lab,81404,81404,32.89539,-117.13937
100794,San Diego Jewelers Exchange,861 6th Ave,San Diego,San Diego,CA,92101,1910,Subject to Ordinance,,Other,95286,76990,32.71437,-117.15896
100795,8650 Tech Way,8650 Tech Way,San Diego,San Diego,CA,92123-1435,2018,Subject to Ordinance,,Commercial,80000,80000,32.82432,-117.13912
100796,8680 Balboa Ave,8680 Balboa Ave,San Diego,San Diego,CA,92123-1502,2000,Subject to Ordinance,,Office,92150,92150,32.82124,-117.14133
100797,Culligan Water of san Diego,885 Gateway Center Way,San Diego,San Diego,CA,92102-4541,1996,Subject to Ordinance,,Other,65133,65133,32.71524,-117.11485
100798,888 Prospect,888 Prospect St,La Jolla,San Diego,CA,92037-4260,1984,Subject to Ordinance,,Parking,70485,70485,32.84669,-117.27604
100801,8911 Balboa Ave,8911 Balboa Ave,San Diego,San Diego,CA,92123-1596,1990,Subject to Ordinance,,Office,69230,69230,32.82035,-117.13625
100803,8963 Carroll Way,8963 Carroll Way,San Diego,San Diego,CA,92121-3423,1975,Subject to Ordinance,,Non-Refrigerated Warehouse,80700,80700,32.88656,-117.15832
100804,8989 Rio San Diego Dr,8989 Rio San Diego Dr,San Diego,San Diego,CA,92108-1646,1989,Subject to Ordinance,,Commercial,78388,78388,32.7751,-117.13683
101818,6340 Gullstrand St,6340 Gullstrand St Unit 156,San Diego,San Diego,CA,92122-3836,,Subject to Ordinance,,Multifamily Residence,57500,57500,32.85218,-117.19118
100807,9040 Friars Rd,9040 Friars Rd,San Diego,San Diego,CA,92108-5859,1988/2022,Subject to Ordinance,,Office,73214,75000,32.77943,-117.13534
100808,Point Loma Nazarene University-Balboa Corporate Center,9055 Balboa Ave,San Diego,San Diego,CA,92123,1973,Subject to Ordinance,,College/University,67866,67866,32.82168,-117.13316
100809,Wawansa Insurance,9050 Friars Rd,San Diego,San Diego,CA,92108-5800,1988/2022,Subject to Ordinance,,Office,73685,75932,32.77995,-117.13466
101819,6345 Gullstrand St,6345 Gullstrand St,San Diego,San Diego,CA,92122-3058,2016,Subject to Ordinance,,Multifamily Residence,220000,220000,32.85221,-117.19064
100812,9112 Spectrum Center Blvd,"9112 Spectrum Center Blvd, Spectrum Tech Center Bldg II",San Diego,San Diego,CA,92123-1439,2000/2003,Subject to Ordinance,,Commercial,98250,98250,32.82716,-117.13366
100813,Activity Service Center,9115 Activity Rd,San Diego,San Diego,CA,92126-4424,1985,Subject to Ordinance,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",90568,85180,32.89584,-117.13006
100814,9151 Rehco Rd,9151 Rehco Rd,San Diego,San Diego,CA,92121-3288,1987,Subject to Ordinance,,Commercial,68937,68937,32.89051,-117.17143
100815,9190 Activity Rd (AB 802 Rexford),9190 Activity Rd,San Diego,San Diego,CA,92126-4423,1986,Subject to Ordinance,,Distribution Center,83520,83520,32.89746,-117.12978
101758,4820 Clairemont Mesa Blvd,4820 Clairemont Mesa Blvd,San Diego,San Diego,CA,92117-2179,1970/2024,Subject to Ordinance,,Multifamily Residence,75832,75832,32.83473,-117.18635
100817,9233 Balboa Ave,9233 Balboa Ave,San Diego,San Diego,CA,92123,2020,Subject to Ordinance,,Office,119562,100000,32.82169,-117.13135
100819,9250 Brown Deer,9250 Brown Deer Rd,San Diego,San Diego,CA,92121,1985,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,92678,87000,32.88998,-117.17827
100820,930 S 47th St,"930 S 47th St, U-Stor-It Logan",San Diego,San Diego,CA,92113-3669,2017,Subject to Ordinance,,Commercial,98000,98000,32.69603,-117.0942
100821,9323 Balboa Ave,9323 Balboa Ave,San Diego,San Diego,CA,92123,1979,Subject to Ordinance,,Office,101325,99999,32.82145,-117.12874
102323,Clairemont Town Square,4821 Clairemont Dr,San Diego,San Diego,CA,92117,1950,Subject to Ordinance,,Strip Mall,515500,,32.830738,-117.203702
100317,Gateway at Kearny Mesa-Lots 1-5,7035-7095 Clairemont Mesa Blvd,San Diego,San Diego,CA,92111,1991,Subject to Ordinance,,Retail Store,100169,54536,32.83159,-117.16531
100824,9330 Sky Park Ct,9330 Sky Park Ct,San Diego,San Diego,CA,92123,1983,Subject to Ordinance,,Commercial,66497,66497,32.81648,-117.12593
100825,Building C,9333 Balboa Ave,San Diego,San Diego,CA,92123,1979,Subject to Ordinance,,Office,200155,94022,32.82153,-117.12848
100320,7305-7351 Clairemont Mesa Blvd,7351 Clairemont Mesa Blvd,San Diego,San Diego,CA,92111-1101,1974/1995,Subject to Ordinance,,Multifamily Residence,62843,62843,32.83178,-117.16126
100827,9335 Kearny Mesa Rd,9335 Kearny Mesa Rd,San Diego,San Diego,CA,92126-4502,1989,Subject to Ordinance,,Commercial,89664,89664,32.89252,-117.11788
102227,8055 Armour St #201a,8055 Armour St,San Diego,San Diego,CA,92111,1992,Subject to Ordinance,,Strip Mall,141288,,32.81969,-117.14999
100829,9340 Cabot Dr (AB 802 Rexford),9340 Cabot Dr,San Diego,San Diego,CA,92126-4397,1975,Subject to Ordinance,,Non-Refrigerated Warehouse,86564,86564,32.8911,-117.1461
100830,Jack In the Box Innovation Center,9357 Spectrum Center Blvd,San Diego,San Diego,CA,92123-1444,2004/2021,Subject to Ordinance,,Office,70000,70000,32.82521,-117.12904
100831,BMR-9360 Towne Centre Dr,9360 Towne Centre Dr,San Diego,San Diego,CA,92121,1990,Subject to Ordinance,,Office,71390,73983,32.87734,-117.20831
100832,HCP University Center East,9381 Judicial Dr,San Diego,San Diego,CA,92121,2002,Subject to Ordinance,,Laboratory,97264,97976,32.87772,-117.20475
100834,BMR-9390 Towne Centre Dr,9390 Towne Centre Dr,San Diego,San Diego,CA,92121,1990,Subject to Ordinance,,Office,72921,72921,32.87822,-117.20816
100835,9440 Carroll Park,9440 Carroll Park Dr,San Diego,San Diego,CA,92121,1987,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Mixed Use Property,97162,97162,32.88741,-117.17299
100836,9444 Waples St,9444 Waples St,San Diego,San Diego,CA,92121-2939,1986,Subject to Ordinance,,Office,97284,88315,32.90208,-117.18521
100837,9455 Cabot Dr (AB 802 Rexford),9455 Cabot Dr,San Diego,San Diego,CA,92126-4312,1975,Subject to Ordinance,,Distribution Center,99403,96840,32.89352,-117.14328
102228,VILLAGE VIEW - R.A Snyder,8155 CARGILL AVE,San Diego,San Diego,CA,92122,2000,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,38908,,32.86548,-117.21618
101120,4255 Genesee Ave,4255 Genesee Ave,San Diego,San Diego,CA,92117,1986,Subject to Ordinance,,Retail Store,98961,122744,32.82292,-117.18141
100842,9605 Airway Rd,9605 Airway Rd,San Diego,San Diego,CA,92154,2000,Subject to Ordinance,,Non-Refrigerated Warehouse,72000,72000,32.55958,-116.93807
100843,9635 Heinrich Hertz Dr,9635 Heinrich Hertz Dr,San Diego,San Diego,CA,92154-7918,1998,Subject to Ordinance,,Non-Refrigerated Warehouse,66760,66760,32.55813,-116.9373
100844,#445 - 9645 Aero Dr,9645 Aero Dr,San Diego,San Diego,CA,92123,1970,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,88000,88000,32.80777,-117.12129
100845,311L5 - Sorrento Mesa/LA Jolla Ctyard,9650 Scranton Rd,San Diego,San Diego,CA,92121,1990,Subject to Ordinance,,Hotel,85000,85000,32.89571,-117.20372
100846,9650-9660 Chesapeake Dr,9650-9660 Chesapeake Dr,San Diego,San Diego,CA,92123-1307,1979,Subject to Ordinance,,Commercial,75468,75468,32.83316,-117.123
100847,9654 Siempre Viva Rd,9654 Siempre Viva Rd,San Diego,San Diego,CA,92154,1998,Subject to Ordinance,,Non-Refrigerated Warehouse,81282,82480,32.55725,-116.9371
100848,9660 Granite Ridge Dr,9660 Granite Ridge Dr,San Diego,San Diego,CA,92123-2688,1999,Subject to Ordinance,,Office,73008,73800,32.80682,-117.12094
100849,9665 Chesapeake Dr,9665 Chesapeake Dr,San Diego,San Diego,CA,92123-1367,1988,Subject to Ordinance,,Office,92881,92881,32.83245,-117.12336
100850,9779 Towne Centre Dr,9779 Towne Centre Dr,San Diego,San Diego,CA,92121,2017,Subject to Ordinance,,Office,94557,96543,32.88649,-117.21075
100851,9785 Towne Centre,9785 Towne Centre Dr,San Diego,San Diego,CA,92121,1999,Subject to Ordinance,,Office,75534,76141,32.88726,-117.21155
100852,Avid Center,9797 Aero Dr,San Diego,San Diego,CA,92123-1899,1992,Subject to Ordinance,,Other - Education,80000,92463,32.80849,-117.11814
100853,9800 Campus Point Dr,9800 Campus Point Dr,San Diego,San Diego,CA,92121-1514,1983,Subject to Ordinance,,Commercial,95000,95000,32.88356,-117.22088
101182,5680 Balboa Ave,5680 Balboa Ave,San Diego,San Diego,CA,92111,2008,Subject to Ordinance,,Retail Store,152588,176775,32.8222,-117.17852
100855,9820 Willow Creek Rd,9820 Willow Creek Rd,San Diego,San Diego,CA,92131-1112,1989,Subject to Ordinance,,Commercial,74042,74042,32.90153,-117.11501
100856,9834 Genesee Ave,9834 Genesee Ave,La Jolla,San Diego,CA,92121,1979,Subject to Ordinance,,Medical Office,81954,81954,32.884,-117.2258
100857,23424-San Diego / Morena,984 Sherman St,San Diego,San Diego,CA,92110,2000,Subject to Ordinance,,Self-Storage Facility,115622,79761,32.76602,-117.20017
100858,Jacobs & Cushman San Diego Food Bank,9850 Distribution Ave,San Diego,San Diego,CA,92121-2320,1984,Subject to Ordinance,,Non-Refrigerated Warehouse,90856,79744,32.88698,-117.16375
100859,9850 Siempre Viva Rd,9850 Siempre Viva Rd,San Diego,San Diego,CA,92154-7247,1992,Subject to Ordinance,,Commercial,95000,95000,32.55932,-116.93441
100860,9855 Scranton Rd,9855 Scranton Rd,San Diego,San Diego,CA,92121,1986,Subject to Ordinance,,Office,62369,71987,32.8985,-117.20103
100861,BMR-9865 Towne Centre LP-BLD C,9865 Towne Centre Dr,San Diego,San Diego,CA,92121,2001,Subject to Ordinance,,Financial Office,83865,83866,32.88622,-117.21487
100862,9889 Willow Creek Rd,9889 Willow Creek Rd,San Diego,San Diego,CA,92131-1119,1980/2013,Subject to Ordinance,,Commercial,74390,74390,32.90074,-117.11436
100863,Inova Diagnostics Inc.,9900 Old Grove Rd,San Diego,San Diego,CA,92131-1638,1979,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Manufacturing/ Industrial/ Lab,76190,76190,32.89921,-117.11486
100280,5950 Balboa Ave,5950 Balboa Ave,San Diego,San Diego,CA,92111,1974,Subject to Ordinance,,Supermarket/Grocery Store,55000,55000,32.82147,-117.17685
101804,99 Ranch Market,"5950 Balboa Ave, STE  2712",San Diego,San Diego,CA,92130,,Subject to Ordinance,,,197000,197000,32.96367,-117.18959
100866,9965 Summers Ridge Rd,9965 Summers Ridge Rd,San Diego,San Diego,CA,92121,2006,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,R&D,71644,71644,32.89616,-117.17105
100867,9970 Carroll Canyon Rd,9970 Carroll Canyon Rd,San Diego,San Diego,CA,92131-1106,1999,Subject to Ordinance,,Commercial,81881,81881,32.90467,-117.11326
100270,5620-5660 Friars Rd,5620-5660 Friars Rd,San Diego,San Diego,CA,92110-2513,1970,Subject to Ordinance,,Office,55000,55000,32.76511,-117.1906
100273,5710 Kearny Villa Rd,5710 Kearny Villa Rd,San Diego,San Diego,CA,92123-1100,1991,Subject to Ordinance,,Multiuse Office,51407,51407,32.83854,-117.13486
100872,Salk Institute For Biological Studies,10010 N Torrey Pines Rd,La Jolla,San Diego,CA,92037-1002,1980,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Manufacturing/ Industrial/ Lab,264000,264000,32.88747,-117.24614
100873,10015 Waples Ct(AB 802 Rexford),10015 Waples Ct,San Diego,San Diego,CA,92121-2962,1988,Subject to Ordinance,,Distribution Center,106412,106412,32.90156,-117.17925
100874,10044 Pacific Mesa Blvd,10044 Pacific Mesa Blvd,San Diego,San Diego,CA,92121-4386,1999,Subject to Ordinance,,Hotel,108375,107709,32.89909,-117.19169
100875,Willow Creek,10089 Willow Creek RD STE  300,San Diego,San Diego,CA,92131,1980,Subject to Ordinance,,Office,114355,121496,32.90061,-117.10958
100876,10105 Pacific Heights Blvd,"10105 Pacific Heights Blvd, Pacific Center II",San Diego,San Diego,CA,92121-4249,2001,Subject to Ordinance,,Commercial,141454,141454,32.90253,-117.19326
100877,10145 Pacific Heights Blvd,"10145 Pacific Heights Blvd, Pacific Center I",San Diego,San Diego,CA,92121-4234,1998,Subject to Ordinance,,Commercial,243388,243388,32.90271,-117.19433
100878,10160 McKellar Ct,"10160 McKellar Ct, , Bldg Q Addition",San Diego,San Diego,CA,92121-4201,2013,Subject to Ordinance,,Commercial,250000,250000,32.90358,-117.20006
100879,10160 Pacific Mesa Blvd,"10160 Pacific Mesa Blvd, Pacific Center III",San Diego,San Diego,CA,92121,2006,Subject to Ordinance,,Commercial,143301,143301,32.90207,-117.19188
100880,Watermark I,10181 Scripps Gateway Ct,San Diego,San Diego,CA,92131,2010,Subject to Ordinance,,Office,154987,154987,32.93416,-117.10838
100881,10182 Telesis Ct,"10182 Telesis Ct, Phase II",San Diego,San Diego,CA,92121,1999,Subject to Ordinance,,Office,127900,123879,32.9028,-117.20941
100882,10185 McKellar Ct,"10185 McKellar Ct, Bldg R",San Diego,San Diego,CA,92121-4233,1996,Subject to Ordinance,,Commercial,224589,224589,32.90437,-117.20331
100883,10188 Telesis Ct,10188 Telesis Ct,San Diego,San Diego,CA,92121,2001,Subject to Ordinance,,Office,127900,123565,32.90333,-117.20854
100884,10210 Genetic Center Dr,"10210 Genetic Center Dr,  Gen-Probe Bldg",San Diego,San Diego,CA,92121-4362,1998,Subject to Ordinance,,Office,262000,262000,32.90521,-117.18329
100885,10221 Wateridge Cir,10221 Wateridge Cir,San Diego,San Diego,CA,92121-2702,1985,Subject to Ordinance,,Other - Technology/Science,106558,107356,32.89992,-117.20614
101449,Kaiser Permanente San Diego Medical Center,9455 Clairmont Mesa Blvd,San Diego,San Diego,CA,92123,2015,Subject to Ordinance,,Hospital (General Medical & Surgical),690285,829382,32.82992,-117.12534
100887,1025 W Laurel St,1025 W Laurel St,San Diego,San Diego,CA,92101-1299,1986,Subject to Ordinance,,Commercial,160700,160700,32.72961,-117.17223
100888,10260 Campus Point Dr,10260 Campus Point Dr,San Diego,San Diego,CA,92121,1985,Subject to Ordinance,,Laboratory,109164,109164,32.88922,-117.22298
100783,8315 Century Park Ct,"8315 Century Park Ct, BLDG 2",San Diego,San Diego,CA,92123-1548,1986,Subject to Ordinance,,Commercial,82264,82264,32.82268,-117.14274
100893,10450 Pacific Center Ct,10450 Pacific Center Ct,San Diego,San Diego,CA,92121-4338,1992,Subject to Ordinance,,Commercial,134000,134000,32.90838,-117.19019
100894,10455 Pomerado Rd,10455 Pomerado Rd,San Diego,San Diego,CA,92131-1717,1969,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,232759,232759,32.89672,-117.09509
100895,10466 N Torrey Pines Rd,10466 N Torrey Pines Rd,La Jolla,San Diego,CA,92037,1981,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,118000,118000,32.8944,-117.24266
100897,10578 Science Center Dr,10578 Science Center Dr,San Diego,San Diego,CA,92121,2010,Subject to Ordinance,,Laboratory,143630,179843,32.89582,-117.23183
100898,1060 J St,1060 J St,San Diego,San Diego,CA,92101,1975,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,262416,262416,32.70963,-117.15505
100899,10604 Westview Pkwy,10604 Westview Pkwy,San Diego,San Diego,CA,92126,2000,Subject to Ordinance,,Strip Mall,238747,129833,32.91357,-117.12123
100900,10628 Science Center Dr,10628 Science Center Dr,San Diego,San Diego,CA,92121,2003,Subject to Ordinance,,Laboratory,87990,100354,32.89783,-117.23155
100901,Summit Pointe,10641 Scripps Summit Ct,San Diego,San Diego,CA,92131-3961,2000,Subject to Ordinance,,Office,146626,155000,32.94089,-117.09525
100902,Scripps Corporate Plaza (10680),10680 Treena St,San Diego,San Diego,CA,92131,1985,Subject to Ordinance,,Office,153550,153500,32.91233,-117.11535
100903,Pfizer CB3,10724 Science Center Dr,San Diego,San Diego,CA,92121,2002,Subject to Ordinance,,Laboratory,220661,102058,32.8995,-117.22887
100904,Pfizer CB2,10770 Science Center Dr,San Diego,San Diego,CA,92121,2001,Subject to Ordinance,,Laboratory,249066,128940,32.89984,-117.22787
100905,Pfizer CB1,10777 Science Center Dr,San DIego,San Diego,CA,92121-1111,1998,Subject to Ordinance,,Laboratory,152738,104000,32.89872,-117.22794
100907,10850 Via Frontera,10850 Via Frontera,San Diego,San Diego,CA,92127-1705,1982/2015,Subject to Ordinance,,Commercial,260000,260000,33.01452,-117.09727
100787,8335 Century Park Ct,"8335 Century Park Ct, BLDG 1",San Diego,San Diego,CA,92123-1569,1986,Subject to Ordinance,,Commercial,68184,68184,32.82318,-117.1437
100909,Pinnacle,10920 Via Frontera,San Diego,San Diego,CA,92127,2007,Subject to Ordinance,,Office,115827,110110,33.01404,-117.09461
100782,8306 Century Park Ct,"8306 Century Park Ct, BLDG 4",San Diego,San Diego,CA,92123-1530,1986,Subject to Ordinance,,Commercial,77178,77178,32.82435,-117.14278
100912,110 W C St,110 W C St,San Diego,San Diego,CA,92101-3900,1963/1978,Subject to Ordinance,,Commercial,177725,177725,32.71705,-117.16412
100913,Homewood Suites By Hilton,11025 vista sorrento Pkwy,San Diego,San Diego,CA,92130,2000,Subject to Ordinance,,Hotel,97094,107136,32.9165,-117.22901
100784,8326 Century Park Ct,"8326 Century Park Ct, BLDG 6",San Diego,San Diego,CA,92123-1530,1986,Subject to Ordinance,,Commercial,71243,71243,32.82426,-117.14309
100917,11160 Rancho Carmel Dr,11160 Rancho Carmel Dr,San Diego,San Diego,CA,92128-4672,1996,Subject to Ordinance,,Commercial,130125,105982,32.98028,-117.08404
100918,1122-1150 BRdway,1122-1150 BRdway,San Diego,San Diego,CA,92101,2006,Subject to Ordinance,,Commercial,109389,109389,32.71596,-117.15434
100919,General Atomics,11222 Flintoke Ave,San Diego,San Diego,CA,92121-1215,1980,Subject to Ordinance,,Laboratory,86699,137974,32.90423,-117.23306
